tickerID,IQ_BUS_SEG_PRIMARY_PIC_ABS,IQ_BUS_SEG_SECONDARY_PIC_ABS,IQ_BUS_SEG_PRIMARY_SIC_ABS,IQ_BUS_SEG_SECONDARY_SIC_ABS,IQ_INDUSTRY_SECTOR,IQ_INDUSTRY_GROUP,IQ_INDUSTRY,IQ_PRIMARY_INDUSTRY,IQ_PRIMARY_INDUSTRY_SUBSECTOR5_ID,IQ_PRIMARY_INDUSTRY_SUBSECTOR5_NAME,IQ_PRIMARY_INDUSTRY_SUBSECTOR6_ID,IQ_PRIMARY_SIC_CODE,IQ_PRIMARY_SIC_INDUSTRY,IQ_COMPANY_TYPE,IQ_PICS_CODE,IQ_BUS_SEG_NAIC_ABS
NYSE:EROS,Movies & Entertainment ,Movies & Entertainment ,Motion picture and video production (7812),Motion pictures (7800),Consumer Discretionary,Media,Media,Movies and Entertainment,4313200,Entertainment Production Companies,(Invalid Subsector ID),7812,Motion picture and video production,Public Company,25401030,Motion Picture and Video Production (512110)
NasdaqGS:ACOR,Biotechnology ,Pharmaceuticals ,Biological products except diagnostic (2836),Drugs (2830),Healthcare,"Pharmaceuticals, Biotechnology and Life Sciences",Biotechnology,Biotechnology,0,0,(Invalid Subsector ID),2836,Biological products except diagnostic,Public Company,35201010,Biological Product (except Diagnostic) Manufacturing (325414)
NYSE:PJT,Investment Banking & Brokerage ,Asset Management & Custody Banks ,Security brokers and dealers (6211),Investment offices (6720),Financials,Diversified Financials,Capital Markets,Investment Banking and Brokerage,7132100,Investment Banking,(Invalid Subsector ID),6200,"Security and commodity brokers, dealers, exchanges, and services",Public Company,40203020,Investment Banking and Securities Dealing (523110)
NasdaqGS:TUSK,Oil & Gas Drilling ,Trading Companies & Distributors ,Drilling oil and gas wells (1381),Miscellaneous equipment rental and leasing (7350),Energy,Energy,Energy Equipment and Services,Oil and Gas Equipment and Services,1022200,Oil and Gas Field Services,(Invalid Subsector ID),1389,Oil and gas field services,Public Company,10101020,Drilling Oil and Gas Wells (213111)
NasdaqGS:QTNA,Communications Equipment ,Semiconductors ,Telephone and telegraph apparatus (3661),Semiconductors and related devices (3674),Information Technology,Technology Hardware and Equipment,Communications Equipment,Communications Equipment,8111200,Networking Equipment,(Invalid Subsector ID),3674,Semiconductors and related devices,Public Company,45201020,Telephone Apparatus Manufacturing (334210)
NasdaqGS:GABC,Regional Banks ,0,Commercial banks (6020),0,Financials,Banks,Banks,Regional Banks,7012200,National and State Commercial Banks,(Invalid Subsector ID),6020,Commercial banks,Public Company,40101015,Commercial Banking (522110)
NasdaqGS:AMPH,Pharmaceuticals ,0,Drugs (2830),0,Healthcare,"Pharmaceuticals, Biotechnology and Life Sciences",Pharmaceuticals,Pharmaceuticals,6121200,Medicinal Chemicals and Botanical Products,(Invalid Subsector ID),2834,Pharmaceutical preparations,Public Company,35202010,Pharmaceutical and Medicine Manufacturing (32541)
NasdaqGS:PETS,Internet and Direct Marketing Retail ,Internet and Direct Marketing Retail ,Nonstore retailers (5960),Nonstore retailers (5960),Consumer Discretionary,Retailing,Internet and Direct Marketing Retail,Internet and Direct Marketing Retail,4421169,Catalog Food and Drug Retail,(Invalid Subsector ID),5912,Drug stores and proprietary stores,Public Company,25502020,Electronic Shopping (454111)
NYSE:MHO,Homebuilding ,Real Estate Development ,Building construction – general contractors and operative builders (1500),Land subdividers and developers (6550),Consumer Discretionary,Consumer Durables and Apparel,Household Durables,Homebuilding,4113100,"Residential Construction, General Contractors and Operative Builders",(Invalid Subsector ID),1531,Operative builders,Public Company,25201030,Residential Building Construction (23611)
NYSE:VRTV,Trading Companies & Distributors ,0,Paper and paper products - wholesale (5110),0,Industrials,Capital Goods,Trading Companies and Distributors,Trading Companies and Distributors,3081100,Machinery Distribution,(Invalid Subsector ID),5110,Paper and paper products - wholesale,Public Company,20107010,Paper and Paper Product Merchant Wholesalers (4241)
NasdaqGS:EDIT,Biotechnology ,0,Commercial physical research (8731),0,Healthcare,"Pharmaceuticals, Biotechnology and Life Sciences",Biotechnology,Biotechnology,6111100,Gene Research and Development,(Invalid Subsector ID),2836,Biological products except diagnostic,Public Company,35201010,Research and Development in Biotechnology (541711)
NYSE:DNR,Oil & Gas Exploration & Production ,Oil & Gas Refining & Marketing ,Crude petroleum and natural gas (1311),Petroleum refining (2911),Energy,Energy,"Oil, Gas and Consumable Fuels",Oil and Gas Exploration and Production,1032200,Oil and Gas Production,(Invalid Subsector ID),1311,Crude petroleum and natural gas,Public Company,10102020,Oil and Gas Extraction (21111)
NasdaqGS:JNCE,Biotechnology ,Pharmaceuticals ,Biological products except diagnostic (2836),Drugs (2830),Healthcare,"Pharmaceuticals, Biotechnology and Life Sciences",Biotechnology,Biotechnology,0,0,(Invalid Subsector ID),2836,Biological products except diagnostic,Public Company,35201010,Biological Product (except Diagnostic) Manufacturing (325414)
NasdaqGS:GNBC,Regional Banks ,0,National commercial banks (6021),0,Financials,Banks,Banks,Regional Banks,7012200,National and State Commercial Banks,(Invalid Subsector ID),6020,Commercial banks,Public Company,40101015,Commercial Banking (522110)
NasdaqGS:CASS,0,0,0,0,Information Technology,Software and Services,IT Services,Data Processing and Outsourced Services,8021233,Internet Merchant Services,(Invalid Subsector ID),7389,Business services,Public Company,45102020,0
NasdaqGS:CNXN,Technology Distributors ,Internet and Direct Marketing Retail ,"Computers, peripherals and software (5045)",Nonstore retailers (5960),Information Technology,Technology Hardware and Equipment,"Electronic Equipment, Instruments and Components",Technology Distributors,8133400,Communications Equipment Distribution,(Invalid Subsector ID),5961,Catalog and mail-order houses,Public Company,45203030,Computer and Computer Peripheral Equipment and Software Merchant Wholesalers (423430)
NYSE:ATW,Oil & Gas Drilling ,0,Drilling oil and gas wells (1381),0,Energy,Energy,Energy Equipment and Services,Oil and Gas Drilling,1021100,Oil Rig Services,(Invalid Subsector ID),1381,Drilling oil and gas wells,Public Company,10101010,Drilling Oil and Gas Wells (213111)
NasdaqGS:LGIH,Homebuilding ,Real Estate Development ,Building construction – general contractors and operative builders (1500),Land subdividers and developers (6550),Consumer Discretionary,Consumer Durables and Apparel,Household Durables,Homebuilding,4113100,"Residential Construction, General Contractors and Operative Builders",(Invalid Subsector ID),1531,Operative builders,Public Company,25201030,Residential Building Construction (23611)
NasdaqGS:CRAY,"Technology Hardware, Storage and Peripherals ",IT Consulting & Other Services ,Electronic computers (3571),Computer maintenance and repair (7378),Information Technology,Technology Hardware and Equipment,"Technology Hardware, Storage and Peripherals","Technology Hardware, Storage and Peripherals",0,0,(Invalid Subsector ID),3571,Electronic computers,Public Company,45202030,Electronic Computer Manufacturing (334111)
NasdaqGS:TSC,Regional Banks ,0,State commercial banks (6022),0,Financials,Banks,Banks,Regional Banks,7012200,National and State Commercial Banks,(Invalid Subsector ID),6020,Commercial banks,Public Company,40101015,Commercial Banking (522110)
NasdaqGS:ARII,Construction Machinery and Heavy Trucks ,Aluminum ,Railroad equipment (3743),Rolling drawing and extruding of nonferrous metals (3350),Industrials,Capital Goods,Machinery,Construction Machinery and Heavy Trucks,3241300,Railroad Equipment,(Invalid Subsector ID),3743,Railroad equipment,Public Company,20106010,Railroad Rolling Stock Manufacturing (336510)
NasdaqGM:EVBG,Application Software ,0,Prepackaged software (7372),0,Information Technology,Software and Services,Software,Application Software,0,0,(Invalid Subsector ID),7370,"Computer programming, data processing, and other computer related services",Public Company,45103010,Software Publishers (511210)
NasdaqGS:ADRO,Biotechnology ,0,Pharmaceutical preparations (2834),0,Healthcare,"Pharmaceuticals, Biotechnology and Life Sciences",Biotechnology,Biotechnology,0,0,(Invalid Subsector ID),2836,Biological products except diagnostic,Public Company,35201010,Pharmaceutical Preparation Manufacturing (325412)
NasdaqGS:BMTC,Regional Banks ,Specialized Finance ,Commercial banks (6020),Business credit institutions (6150),Financials,Banks,Banks,Regional Banks,7012200,National and State Commercial Banks,(Invalid Subsector ID),6020,Commercial banks,Public Company,40101015,Commercial Banking (522110)
NasdaqGS:GBNK,Regional Banks ,Asset Management & Custody Banks ,Commercial banks (6020),Investment offices (6720),Financials,Banks,Banks,Regional Banks,7012200,National and State Commercial Banks,(Invalid Subsector ID),6020,Commercial banks,Public Company,40101015,Commercial Banking (522110)
NasdaqGS:PLAB,Semiconductor Equipment ,Electronic Components ,Special industry machinery (3559),Electronic components and accessories (3670),Information Technology,Semiconductors and Semiconductor Equipment,Semiconductors and Semiconductor Equipment,Semiconductor Equipment,8211100,Semiconductor Manufacturing Machinery,(Invalid Subsector ID),3674,Semiconductors and related devices,Public Company,45301010,Semiconductor Machinery Manufacturing (333242)
NasdaqGS:SGBK,Regional Banks ,0,Commercial banks (6020),0,Financials,Banks,Banks,Regional Banks,7012200,National and State Commercial Banks,(Invalid Subsector ID),6020,Commercial banks,Public Company,40101015,Commercial Banking (522110)
NasdaqGS:FBNC,Regional Banks ,Asset Management & Custody Banks ,Commercial banks (6020),Investment offices (6720),Financials,Banks,Banks,Regional Banks,7012200,National and State Commercial Banks,(Invalid Subsector ID),6020,Commercial banks,Public Company,40101015,Commercial Banking (522110)
NYSE:TLP,Oil & Gas Storage & Transportation ,0,"Pipelines, except natural gas (4610)",0,Energy,Energy,"Oil, Gas and Consumable Fuels",Oil and Gas Storage and Transportation,1033307,Natural Gas Pipelines,(Invalid Subsector ID),4610,"Pipelines, except natural gas",Public Company,10102040,Pipeline Transportation of Crude Oil (486110)
NasdaqGM:OMER,Pharmaceuticals ,0,Drugs (2830),0,Healthcare,"Pharmaceuticals, Biotechnology and Life Sciences",Pharmaceuticals,Pharmaceuticals,6121100,Pharmaceutical Products,(Invalid Subsector ID),2836,Biological products except diagnostic,Public Company,35202010,Pharmaceutical and Medicine Manufacturing (32541)
NYSE:MTRN,Diversified Metals & Mining ,Diversified Metals & Mining ,Rolling drawing and extruding of nonferrous metals (3350),Primary smelting and refining of nonferrous metals (3330),Materials,Materials,Metals and Mining,Diversified Metals and Mining,2052010,Diversified Metal Ores,(Invalid Subsector ID),3330,Primary smelting and refining of nonferrous metals,Public Company,15104020,"Copper Rolling, Drawing, Extruding, and Alloying (331420)"
NasdaqGS:WRLD,Consumer Finance ,Insurance Brokers ,Personal credit institutions (6141),"Insurance agents, brokers, and service (6411)",Financials,Diversified Financials,Consumer Finance,Consumer Finance,7121100,Personal Credit Agencies,(Invalid Subsector ID),6141,Personal credit institutions,Public Company,40202010,Nondepository Credit Intermediation (5222)
NasdaqGS:FORR,IT Consulting & Other Services ,Internet Software & Services ,Computer related services (7379),Information retrieval services (7375),Information Technology,Software and Services,IT Services,IT Consulting and Other Services,0,0,(Invalid Subsector ID),8700,"Engineering, accounting, research, management, and related services",Public Company,45102010,Computer Systems Design and Related Services (5415)
NasdaqGS:HEES,Trading Companies & Distributors ,0,Miscellaneous equipment rental and leasing (7350),0,Industrials,Capital Goods,Trading Companies and Distributors,Trading Companies and Distributors,3081100,Machinery Distribution,(Invalid Subsector ID),5084,Industrial machinery and equipment,Public Company,20107010,Commercial and Industrial Machinery and Equipment Rental and Leasing (5324)
NYSE:AMID,Oil & Gas Storage & Transportation ,0,Natural gas transmission (4922),0,Energy,Energy,"Oil, Gas and Consumable Fuels",Oil and Gas Storage and Transportation,1033307,Natural Gas Pipelines,(Invalid Subsector ID),4922,Natural gas transmission,Public Company,10102040,Pipeline Transportation of Natural Gas (486210)
NasdaqGS:NANO,Semiconductor Equipment ,Electronic Equipment & Instruments ,Special industry machinery (3559),"Measuring, analyzing, and control instruments; photographic, medical, and optical goods; and watches and clocks (3800)",Information Technology,Semiconductors and Semiconductor Equipment,Semiconductors and Semiconductor Equipment,Semiconductor Equipment,8211100,Semiconductor Manufacturing Machinery,(Invalid Subsector ID),3829,Measuring and controlling devices ,Public Company,45301010,Semiconductor Machinery Manufacturing (333242)
NasdaqGS:ORBC,0,0,0,0,Telecommunication Services,Telecommunication Services,Diversified Telecommunication Services,Alternative Carriers,9031400,Satellite Communication Services,(Invalid Subsector ID),4899,Communication services ,Public Company,50101010,0
NasdaqGS:GSBC,0,0,0,0,Financials,Banks,Banks,Regional Banks,7012200,National and State Commercial Banks,(Invalid Subsector ID),6020,Commercial banks,Public Company,40101015,0
NasdaqGS:CNOB,Regional Banks ,Investment Banking & Brokerage ,Commercial banks (6020),"Security and commodity brokers, dealers, exchanges, and services (6200)",Financials,Banks,Banks,Regional Banks,7012200,National and State Commercial Banks,(Invalid Subsector ID),6020,Commercial banks,Public Company,40101015,Commercial Banking (522110)
NasdaqGS:ANIK,Health Care Supplies ,Health Care Equipment ,Surgical appliances and supplies (3842),"Surgical, medical, and dental instruments and supplies (3840)",Healthcare,Healthcare Equipment and Services,Healthcare Equipment and Supplies,Healthcare Supplies,0,0,(Invalid Subsector ID),2836,Biological products except diagnostic,Public Company,35101020,Surgical Appliance and Supplies Manufacturing (339113)
NasdaqCM:HSKA,Health Care Equipment ,Pharmaceuticals ,Surgical and medical instruments (3841),Pharmaceutical preparations (2834),Healthcare,"Pharmaceuticals, Biotechnology and Life Sciences",Pharmaceuticals,Pharmaceuticals,6121600,Pharmaceutical Contract Manufacturing Services,(Invalid Subsector ID),2835,Diagnostic substances,Public Company,35202010,Surgical and Medical Instrument Manufacturing (339112)
NasdaqCM:KERX,Life Sciences Tools & Services ,Healthcare Services ,Analytical instruments (3826),Health and allied services (8099),Healthcare,"Pharmaceuticals, Biotechnology and Life Sciences",Biotechnology,Biotechnology,0,0,(Invalid Subsector ID),2834,Pharmaceutical preparations,Public Company,35201010,Analytical Laboratory Instrument Manufacturing (334516)
